LP_gastr_AUC,baseline_gastr_AUC,LP_psych_AUC,baseline_psych_AUC,LP_nerv_AUC,baseline_nerv_AUC,LP_preg_AUC,baseline_preg_AUC,LP_infec_AUC,baseline_infec_AUC,LP_inj&p_AUC,baseline_inj&p_AUC,LP_metab_AUC,baseline_metab_AUC,LP_skin_AUC,baseline_skin_AUC,LP_card_AUC,baseline_card_AUC,LP_vasc_AUC,baseline_vasc_AUC,LP_hepat_AUC,baseline_hepat_AUC,LP_blood_AUC,baseline_blood_AUC,LP_neopl_AUC,baseline_neopl_AUC,LP_resp_AUC,baseline_resp_AUC,LP_endo_AUC,baseline_endo_AUC,LP_inv_AUC,baseline_inv_AUC,LP_repro_AUC,baseline_repro_AUC,LP_immun_AUC,baseline_immun_AUC,LP_musc_AUC,baseline_musc_AUC,LP_renal_AUC,baseline_renal_AUC,LP_genrl_AUC,baseline_genrl_AUC,LP_cong_AUC,baseline_cong_AUC,LP_socci_AUC,baseline_socci_AUC,LP_eye_AUC,baseline_eye_AUC,LP_ear_AUC,baseline_ear_AUC,LP_prod_AUC,baseline_prod_AUC,LP_surg_AUC,baseline_surg_AUC,
0.7761856441141773,0.7464849073073039,0.7776035178532412,0.7716969319498176,0.7752340988489208,0.7624763538406789,0.776184393280412,0.7524635785759908,0.7641214802425079,0.7534726366326943,0.7596193968540705,0.7676012387184838,0.7578103422434519,0.747808746371643,0.7432396091596049,0.7319468883065201,0.7386984192107221,0.7311152355261067,0.7601687676531517,0.7321790353420109,0.7552875794992139,0.7404273353048954,0.7607057588067155,0.7605020167795769,0.7890786594440521,0.8157567980022198,0.7181092803947011,0.7145303283172877,0.7568401465830445,0.7507543167471967,0.7435909881402265,0.7420998393653825,0.7801220414980156,0.7705488095142352,0.7500830701447339,0.7261245871099199,0.7720776698675673,0.7601725504062391,0.7721750943958641,0.7530949248280429,0.7428025162110725,0.7413293469730107,0.9122486288848264,0.9122486288848264,0.7703568161024702,0.7758462946020128,0.7101767212764414,0.7354613000214945,0.7457807604115395,0.7261549035379427,0.9616087751371115,0.9579524680073127,0.6083136194660359,0.6194660358229132,
