LP_gastr_AUC,baseline_gastr_AUC,LP_psych_AUC,baseline_psych_AUC,LP_nerv_AUC,baseline_nerv_AUC,LP_preg_AUC,baseline_preg_AUC,LP_infec_AUC,baseline_infec_AUC,LP_inj&p_AUC,baseline_inj&p_AUC,LP_metab_AUC,baseline_metab_AUC,LP_skin_AUC,baseline_skin_AUC,LP_card_AUC,baseline_card_AUC,LP_vasc_AUC,baseline_vasc_AUC,LP_hepat_AUC,baseline_hepat_AUC,LP_blood_AUC,baseline_blood_AUC,LP_neopl_AUC,baseline_neopl_AUC,LP_resp_AUC,baseline_resp_AUC,LP_endo_AUC,baseline_endo_AUC,LP_inv_AUC,baseline_inv_AUC,LP_repro_AUC,baseline_repro_AUC,LP_immun_AUC,baseline_immun_AUC,LP_musc_AUC,baseline_musc_AUC,LP_renal_AUC,baseline_renal_AUC,LP_genrl_AUC,baseline_genrl_AUC,LP_cong_AUC,baseline_cong_AUC,LP_socci_AUC,baseline_socci_AUC,LP_eye_AUC,baseline_eye_AUC,LP_ear_AUC,baseline_ear_AUC,LP_prod_AUC,baseline_prod_AUC,LP_surg_AUC,baseline_surg_AUC,
0.80867858556727,0.7467727000868665,0.7919093771382348,0.7722057737424506,0.8132210072681221,0.7627096071957757,0.6335883086468567,0.7518704948447338,0.7845195057397346,0.7540349266353275,0.7547767197183844,0.7674168679820381,0.7670082932703624,0.7476307531573437,0.780504242024481,0.7321806410533807,0.7644924331446086,0.7315012417816408,0.7737951343459578,0.7325581188954273,0.772850766412004,0.7402785787427347,0.801143064112579,0.7606244540023199,0.8211267783271112,0.8157169117647058,0.7085385260755401,0.7150636403160312,0.7171752450291637,0.7512378359677994,0.7628255645234308,0.7420390351779017,0.7640879861486901,0.7711047403817688,0.7444510464865778,0.7261652000573277,0.7944007221385774,0.7607389747243153,0.7727098065810315,0.7532626264668917,0.7826652081786971,0.7415334187941999,0.9140767824497258,0.9122486288848264,0.6590423909728576,0.7727965843244892,0.7708434966050747,0.7348909436340311,0.7881856489429392,0.7261660083796535,0.9597806215722121,0.959780621572212,0.6100033795201082,0.6214937478878,
